package	file	line	column	error_code	message
@lifeforge/lifeforge--notes	../../../apps/web/src/system/moduleManager/pages/Modules/index.tsx	82	11	TS18046	'modules' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/moduleManager/pages/Modules/index.tsx	98	63	TS2345	Argument of type '{ moduleName: string; }' is not assignable to parameter of type 'void'.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/BgImageSelector/index.tsx	16	22	TS2307	Cannot find module '@/core/utils/forgeAPI' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/BgImageSelector/modals/AdjustBgImageModal/index.tsx	6	40	TS2307	Cannot find module '@/core/providers/features/UserPersonalizationProvider' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/BgTempSelector/components/DefaultBgTempSelector.tsx	13	40	TS2307	Cannot find module '@/core/providers/features/UserPersonalizationProvider' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/BgTempSelector/index.tsx	14	40	TS2307	Cannot find module '@/core/providers/features/UserPersonalizationProvider' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/BorderRadiusSelector/index.tsx	13	40	TS2307	Cannot find module '@/core/providers/features/UserPersonalizationProvider' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/BorderedSelector.tsx	5	40	TS2307	Cannot find module '@/core/providers/features/UserPersonalizationProvider' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/components/FontFamilySelectorModal/index.tsx	11	40	TS2307	Cannot find module '@/core/providers/features/UserPersonalizationProvider' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/components/FontFamilySelectorModal/tabs/custom/components/CustomFontCard.tsx	21	22	TS2307	Cannot find module '@/core/utils/forgeAPI' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/components/FontFamilySelectorModal/tabs/custom/components/CustomFontUploadModal.tsx	18	22	TS2307	Cannot find module '@/core/utils/forgeAPI' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/components/FontFamilySelectorModal/tabs/custom/components/CustomFontUploadModal.tsx	67	18	TS7006	Parameter 'err' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/components/FontFamilySelectorModal/tabs/custom/components/CustomFontUploadModal.tsx	133	44	TS2345	Argument of type '{ displayName: string; family: string; weight: number; file: string | File; }' is not assignable to parameter of type 'void'.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/components/FontFamilySelectorModal/tabs/custom/index.tsx	14	22	TS2307	Cannot find module '@/core/utils/forgeAPI' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/components/FontFamilySelectorModal/tabs/custom/index.tsx	54	11	TS18046	'fonts' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/components/FontFamilySelectorModal/tabs/custom/index.tsx	65	24	TS18046	'fonts' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/components/FontFamilySelectorModal/tabs/custom/index.tsx	65	34	TS7006	Parameter 'font' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/components/FontFamilySelectorModal/tabs/google/components/FontListItem.tsx	18	22	TS2307	Cannot find module '@/core/utils/forgeAPI' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/components/FontFamilySelectorModal/tabs/google/components/FontListItem.tsx	22	8	TS2307	Cannot find module '@/system/personalization/components/FontFamilySelector/components/FontFamilySelectorModal/tabs/google/utils/stylesheet' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/components/FontFamilySelectorModal/tabs/google/components/FontListItem.tsx	52	41	TS2345	Argument of type '{ family: any; }' is not assignable to parameter of type 'void'.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/components/FontFamilySelectorModal/tabs/google/contexts/GoogleFontContext.tsx	14	22	TS2307	Cannot find module '@/core/utils/forgeAPI' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/components/FontFamilySelectorModal/tabs/google/index.tsx	6	22	TS2307	Cannot find module '@/core/utils/forgeAPI' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/index.tsx	16	22	TS2307	Cannot find module '@/core/utils/forgeAPI' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/index.tsx	65	54	TS18046	'customFont' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontFamilySelector/index.tsx	66	20	TS18046	'customFont' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/FontScaleSelector.tsx	13	40	TS2307	Cannot find module '@/core/providers/features/UserPersonalizationProvider' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/LanguageSelector.tsx	18	40	TS2307	Cannot find module '@/core/providers/features/UserPersonalizationProvider' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/LanguageSelector.tsx	19	22	TS2307	Cannot find module '@/core/utils/forgeAPI' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/LanguageSelector.tsx	51	23	TS18046	'langs' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/LanguageSelector.tsx	51	37	TS7031	Binding element 'name' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/LanguageSelector.tsx	55	22	TS18046	'langs' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/LanguageSelector.tsx	55	36	TS7031	Binding element 'name' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/LanguageSelector.tsx	65	16	TS18046	'langs' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/LanguageSelector.tsx	65	29	TS7031	Binding element 'displayName' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/LanguageSelector.tsx	65	42	TS7031	Binding element 'icon' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/LanguageSelector.tsx	65	48	TS7031	Binding element 'name' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/LanguageSelector.tsx	74	13	TS2322	Type 'unknown' is not assignable to type 'ReactNode'.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/LanguageSelector.tsx	74	61	TS2339	Property 'length' does not exist on type '{}'.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/LanguageSelector.tsx	88	42	TS2339	Property 'map' does not exist on type '{}'.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/LanguageSelector.tsx	88	46	TS7006	Parameter 'name' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/ThemeColorSelector/components/DefaultThemeColorSelector.tsx	14	40	TS2307	Cannot find module '@/core/providers/features/UserPersonalizationProvider' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/ThemeColorSelector/index.tsx	14	40	TS2307	Cannot find module '@/core/providers/features/UserPersonalizationProvider' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../apps/web/src/system/personalization/components/ThemeSelector.tsx	15	40	TS2307	Cannot find module '@/core/providers/features/UserPersonalizationProvider' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../docs/src/contents/01.getting-started/components/EnvExample.tsx	5	18	TS2307	Cannot find module '@/components/Code' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../docs/src/contents/04.progress/components/ChangelogEntries.tsx	4	28	TS2307	Cannot find module '@/components/MdxComponents' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../../docs/vite.config.ts	1	15	TS1484	'Options' is a type and must be imported using a type-only import when 'verbatimModuleSyntax' is enabled.
@lifeforge/lifeforge--notes	../../../eslint/padding-react-hooks.ts	9	7	TS2353	Object literal may only specify known properties, and 'category' does not exist in type 'RulesMetaDocs'.
@lifeforge/lifeforge--notes	../../../integrations/hermes/lifeforge-mcp.ts	160	9	TS2322	Type '{ tools: ({ name: string; description: string; inputSchema: { required?: undefined; type: string; properties: { summary?: undefined; notes?: undefined; due_date?: undefined; title?: undefined; content?: undefined; query?: undefined; id?: undefined; }; additionalProperties: boolean; }; } | { ...; } | { ...; } | { ......' is not assignable to type 'Json'.
@lifeforge/lifeforge--notes	../client/manifest.ts	6	36	TS2307	Cannot find module '@' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../client/src/index.tsx	14	26	TS2307	Cannot find module '@/manifest' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--squad-backlog/client/manifest.ts	6	36	TS2307	Cannot find module '@' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--squad-backlog/client/src/index.tsx	3	26	TS2307	Cannot find module '@/manifest' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/manifest.ts	9	28	TS2307	Cannot find module '@' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/manifest.ts	11	26	TS2307	Cannot find module '@/pages/todo-list/todo-list-widget' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/entities/list/list-model.ts	3	26	TS2307	Cannot find module '@/manifest' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/entities/priority/priority-model.ts	3	26	TS2307	Cannot find module '@/manifest' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/entities/tag/tag-model.ts	3	26	TS2307	Cannot find module '@/manifest' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/entities/task/task-model.ts	3	26	TS2307	Cannot find module '@/manifest' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/entities/task/task-provider.tsx	5	31	TS2307	Cannot find module '@/entities/list' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/entities/task/task-provider.tsx	6	35	TS2307	Cannot find module '@/entities/priority' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/entities/task/task-provider.tsx	7	30	TS2307	Cannot find module '@/entities/tag' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/entities/task/task-provider.tsx	8	27	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/entities/task/task-provider.tsx	9	26	TS2307	Cannot find module '@/manifest' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/entities/task/task-provider.tsx	110	5	TS2322	Type 'DefinedUseQueryResult<unknown, Error>' is not assignable to type 'UseQueryResult<TaskPriority[]>'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/entities/task/task-provider.tsx	111	5	TS2322	Type 'DefinedUseQueryResult<unknown, Error>' is not assignable to type 'UseQueryResult<TaskList[]>'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/entities/task/task-provider.tsx	112	5	TS2322	Type 'DefinedUseQueryResult<unknown, Error>' is not assignable to type 'UseQueryResult<TaskTag[]>'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/entities/task/task-provider.tsx	113	5	TS2322	Type 'DefinedUseQueryResult<unknown, Error>' is not assignable to type 'UseQueryResult<Task[]>'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/entities/task/task-provider.tsx	114	5	TS2322	Type 'DefinedUseQueryResult<unknown, Error>' is not assignable to type 'UseQueryResult<TodoListStatusCounter>'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/complete-task/task-item/components/task-due-date.tsx	7	27	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/complete-task/task-item/components/task-header.tsx	3	47	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/complete-task/task-item/components/task-header.tsx	10	36	TS7006	Parameter 'item' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/complete-task/task-item/components/task-tags.tsx	3	47	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/complete-task/task-item/components/task-tags.tsx	14	39	TS7006	Parameter 'tag' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/complete-task/task-item/components/task-tags.tsx	15	31	TS7006	Parameter 'item' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/complete-task/task-item/index.tsx	6	47	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/complete-task/task-item/index.tsx	7	26	TS2307	Cannot find module '@/manifest' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/complete-task/task-item/index.tsx	27	27	TS7006	Parameter 'item' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/list-selector.tsx	3	36	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/list-selector.tsx	28	28	TS7006	Parameter 'l' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/list-selector.tsx	32	38	TS7006	Parameter 'l' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/list-selector.tsx	39	21	TS7031	Binding element 'name' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/list-selector.tsx	39	27	TS7031	Binding element 'color' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/list-selector.tsx	39	34	TS7031	Binding element 'id' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/priority-selector.tsx	3	36	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/priority-selector.tsx	28	33	TS7006	Parameter 'p' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/priority-selector.tsx	33	30	TS7006	Parameter 'p' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/priority-selector.tsx	41	26	TS7031	Binding element 'name' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/priority-selector.tsx	41	32	TS7031	Binding element 'color' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/priority-selector.tsx	41	39	TS7031	Binding element 'id' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/priority-selector.tsx	41	45	TS7006	Parameter 'i' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/tags-selector.tsx	3	36	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/tags-selector.tsx	25	48	TS7006	Parameter 't' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/tags-selector.tsx	33	24	TS7031	Binding element 'name' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/tags-selector.tsx	33	30	TS7031	Binding element 'id' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/components/tags-selector.tsx	33	36	TS7006	Parameter 'i' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/index.tsx	25	36	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/edit-task/modify-task-drawer/index.tsx	26	26	TS2307	Cannot find module '@/manifest' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/manage-lists/modify-list-modal.tsx	14	31	TS2307	Cannot find module '@/entities/list' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/manage-lists/modify-list-modal.tsx	15	26	TS2307	Cannot find module '@/manifest' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/manage-lists/modify-list-modal.tsx	63	13	TS2345	Argument of type 'any' is not assignable to parameter of type 'never'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/manage-priorities/modify-priority-modal.tsx	13	35	TS2307	Cannot find module '@/entities/priority' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/manage-priorities/modify-priority-modal.tsx	14	26	TS2307	Cannot find module '@/manifest' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/manage-priorities/modify-priority-modal.tsx	61	13	TS2345	Argument of type 'any' is not assignable to parameter of type 'never'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/manage-tags/modify-tag-modal.tsx	8	30	TS2307	Cannot find module '@/entities/tag' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/manage-tags/modify-tag-modal.tsx	9	26	TS2307	Cannot find module '@/manifest' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/features/manage-tags/modify-tag-modal.tsx	54	25	TS2345	Argument of type 'any' is not assignable to parameter of type 'never'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/index.tsx	3	34	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/index.tsx	4	30	TS2307	Cannot find module '@/pages/todo-list' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/header.tsx	10	36	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/header.tsx	58	31	TS7006	Parameter 'e' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/header.tsx	66	30	TS7006	Parameter 'e' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/header.tsx	73	36	TS7006	Parameter 'e' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/index.ts	2	54	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-list-list-item.tsx	12	31	TS2307	Cannot find module '@/entities/list' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-list-list-item.tsx	13	36	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-list-list-item.tsx	14	33	TS2307	Cannot find module '@/features/manage-lists' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-list-list-item.tsx	15	26	TS2307	Cannot find module '@/manifest' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-list-list.tsx	6	36	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-list-list.tsx	7	33	TS2307	Cannot find module '@/features/manage-lists' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-list-list.tsx	33	11	TS18046	'lists' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-list-list.tsx	35	16	TS18046	'lists' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-list-list.tsx	35	26	TS7006	Parameter 'item' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-priority-list-item.tsx	12	35	TS2307	Cannot find module '@/entities/priority' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-priority-list-item.tsx	13	36	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-priority-list-item.tsx	14	37	TS2307	Cannot find module '@/features/manage-priorities' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-priority-list-item.tsx	15	26	TS2307	Cannot find module '@/manifest' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-priority-list.tsx	6	36	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-priority-list.tsx	7	37	TS2307	Cannot find module '@/features/manage-priorities' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-priority-list.tsx	33	11	TS18046	'priorities' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-priority-list.tsx	35	16	TS18046	'priorities' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-priority-list.tsx	35	31	TS7006	Parameter 'item' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-status-list.tsx	3	36	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-status-list.tsx	30	25	TS18046	'statusCounter' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-tag-list-item.tsx	12	30	TS2307	Cannot find module '@/entities/tag' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-tag-list-item.tsx	13	36	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-tag-list-item.tsx	14	32	TS2307	Cannot find module '@/features/manage-tags' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-tag-list-item.tsx	15	26	TS2307	Cannot find module '@/manifest' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-tag-list.tsx	6	36	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-tag-list.tsx	7	32	TS2307	Cannot find module '@/features/manage-tags' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-tag-list.tsx	33	11	TS18046	'tags' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-tag-list.tsx	35	16	TS18046	'tags' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/sidebar/components/task-tag-list.tsx	35	25	TS7006	Parameter 'item' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/task-list.tsx	3	27	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/task-list.tsx	4	26	TS2307	Cannot find module '@/features/complete-task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/todo-list-page.tsx	14	38	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/todo-list-page.tsx	15	47	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/todo-list-page.tsx	16	34	TS2307	Cannot find module '@/features/edit-task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/todo-list-page.tsx	17	26	TS2307	Cannot find module '@/manifest' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/todo-list-widget.tsx	14	54	TS2307	Cannot find module '@/entities/task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/todo-list-widget.tsx	15	26	TS2307	Cannot find module '@/features/complete-task' or its corresponding type declarations.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/todo-list-widget.tsx	26	12	TS18046	'entries' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/todo-list-widget.tsx	27	13	TS18046	'entries' is of type 'unknown'.
@lifeforge/lifeforge--notes	../../lifeforge--todo-list/client/src/pages/todo-list/todo-list-widget.tsx	27	25	TS7006	Parameter 'entry' implicitly has an 'any' type.
@lifeforge/lifeforge--notes	../../lifeforge--unified-kanban/client/manifest.ts	8	36	TS2307	Cannot find module '@' or its corresponding type declarations.
